,tweets,user_name,location,geo,ftokens,lemma,positive,neutral,negative
262,Rohingya refugees living in Bangladesh urgently need greater protection against COVID19 Demand international acti… ,Abby_Tabby,"N.S., Canada",,"['rohingya', 'refugees', 'living', 'bangladesh', 'urgently', 'need', 'greater', 'protection', 'covid19', 'demand', 'international', 'acti…']","['rohingya', 'refugee', 'live', 'bangladesh', 'urgently', 'need', 'great', 'protection', 'covid19', 'demand', 'international', 'acti…']",1,0,0
263,marthamaccallum GREAT JOB tonight pointing out the much higher death rate of Influenza in children compar4ed to co… ,GayleB28,United States,,"['marthamaccallum', 'great', 'job', 'tonight', 'pointing', 'much', 'higher', 'death', 'rate', 'influenza', 'children', 'compar4ed', 'co…']","['marthamaccallum', 'great', 'job', 'tonight', 'point', 'much', 'high', 'death', 'rate', 'influenza', 'child', 'compar4ed', 'co…']",1,0,0
264,PSA A New Record LA County Public Health Today Reports 91 New Deaths and 4825 New Cases of Confirmed COVID1… ,melroseaction,"Los Angeles, Calfornia, USA",,"['psa', 'new', 'record', 'la', 'county', 'public', 'health', 'today', 'reports', '91', 'new', 'deaths', '4825', 'new', 'cases', 'confirmed', 'covid1…']","['psa', 'new', 'record', 'la', 'county', 'public', 'health', 'today', 'report', '91', 'new', 'death', '4825', 'new', 'case', 'confirm', 'covid1…']",1,0,0
265,IAn old family friend of mine just told me he tested positive for covid about 3 weeks ago Then told me he’s… ,Samantha__Dyal,Stank ass Florida,,"['ian', 'old', 'family', 'friend', 'mine', 'told', 'tested', 'positive', 'covid', '3', 'weeks', 'ago', 'told', '’', 's…']","['ian', 'old', 'family', 'friend', 'mine', 'tell', 'test', 'positive', 'covid', '3', 'week', 'ago', 'tell', '’', 's…']",1,0,0
266, No no noit’s the demon semen that CAUSES covid They need to ask him if he was partaking in it prior to contracting the virus,DonaldJChump,"New York, New York",,"['noit', '’', 'demon', 'semen', 'causes', 'covid', 'need', 'ask', 'partaking', 'prior', 'contracting', 'virus']","['noit', '’', 'demon', 'semen', 'cause', 'covid', 'need', 'ask', 'partake', 'prior', 'contracting', 'virus']",0,1,0
267, used his magic marker to give us this storm to justify support for closing down covid testing sit… ,Bicycle_Jockey,Florida,,"['used', 'magic', 'marker', 'give', 'us', 'storm', 'justify', 'support', 'closing', 'covid', 'testing', 'sit…']","['use', 'magic', 'marker', 'give', 'u', 'storm', 'justify', 'support', 'closing', 'covid', 'test', 'sit…']",1,0,0
268,Stephen Fulton allegedly tests positive for COVID19 Aug 1 bout vs Angelo Leo could be in jeopardy  The Ring ,ringmagazine,Brooklyn/Philadelphia/L.A.,,"['stephen', 'fulton', 'allegedly', 'tests', 'positive', 'covid19', 'aug', '1', 'bout', 'vs', 'angelo', 'leo', 'could', 'jeopardy', 'ring']","['stephen', 'fulton', 'allegedly', 'test', 'positive', 'covid19', 'aug', '1', 'bout', 'v', 'angelo', 'leo', 'could', 'jeopardy', 'ring']",1,0,0
269,The first dog to test positive for coronavirus in the US has died via  ,SusanAGeorge,"Oceanside, CA",,"['first', 'dog', 'test', 'positive', 'coronavirus', 'us', 'died', 'via']","['first', 'dog', 'test', 'positive', 'coronavirus', 'u', 'die', 'via']",1,0,0
270, You won’t need law and order when everyone dies from COVIDEven Capitol Hill is “catching it”,kathy65862847,,,"['’', 'need', 'law', 'order', 'everyone', 'dies', 'covideven', 'capitol', 'hill', '“', 'catching', '”']","['’', 'need', 'law', 'order', 'everyone', 'die', 'covideven', 'capitol', 'hill', '“', 'catch', '”']",1,0,0
271,So sad Buddy first dog to test positive for COVID19 in the US has died ☹️ via ,calalouf,Canada,,"['sad', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died', '☹️', 'via']","['sad', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die', '☹️', 'via']",0,0,1
272,If you were affected by the COVID19 pandemic community assistance programs are available to help you This includ… ,ElPasoTXGov,"El Paso, TX",,"['affected', 'covid19', 'pandemic', 'community', 'assistance', 'programs', 'available', 'help', 'includ…']","['affected', 'covid19', 'pandemic', 'community', 'assistance', 'program', 'available', 'help', 'includ…']",1,0,0
273, Not a good idea but then I tired drinking a glass of water with one on Covid needs to go  away,bannerdog58,,,"['good', 'idea', 'tired', 'drinking', 'glass', 'water', 'one', 'covid', 'needs', 'go', 'away']","['good', 'idea', 'tire', 'drinking', 'glass', 'water', 'one', 'covid', 'need', 'go', 'away']",0,0,1
274,Niggas paying for negative covid test results I shouldn’t known y’all was full of shit when the whole hood had ill… ,TheRealMFast,Amerikkka,,"['niggas', 'paying', 'negative', 'covid', 'test', 'results', '’', 'known', '’', 'full', 'shit', 'whole', 'hood', 'ill…']","['niggas', 'pay', 'negative', 'covid', 'test', 'result', '’', 'known', '’', 'full', 'shit', 'whole', 'hood', 'ill…']",1,0,0
275,I keep hearing too many stories of people that are leaving their Covid19 testing site before getting tested and th… ,parkerdouglas9,"Oxford, MS",,"['keep', 'hearing', 'many', 'stories', 'people', 'leaving', 'covid19', 'testing', 'site', 'getting', 'tested', 'th…']","['keep', 'hear', 'many', 'story', 'people', 'leave', 'covid19', 'test', 'site', 'get', 'test', 'th…']",1,0,0
276,  Someone who was terminally ill before getting covid should not be classed as a covid death How y… ,CFox131313,,,"['someone', 'terminally', 'ill', 'getting', 'covid', 'classed', 'covid', 'death', 'y…']","['someone', 'terminally', 'ill', 'get', 'covid', 'class', 'covid', 'death', 'y…']",0,0,1
277,Pelosi mandates masks in US House after Gohmert tests positive for COVID19  ,daytondailynews,"Dayton, Oh",,"['pelosi', 'mandates', 'masks', 'us', 'house', 'gohmert', 'tests', 'positive', 'covid19']","['pelosi', 'mandate', 'mask', 'u', 'house', 'gohmert', 'test', 'positive', 'covid19']",1,0,0
278,Saddest thing today The elderly man sadistically beaten in nursing home died COVID death no doubt not a hate cri… ,SanestGal,,,"['saddest', 'thing', 'today', 'elderly', 'man', 'sadistically', 'beaten', 'nursing', 'home', 'died', 'covid', 'death', 'doubt', 'hate', 'cri…']","['sad', 'thing', 'today', 'elderly', 'man', 'sadistically', 'beaten', 'nursing', 'home', 'die', 'covid', 'death', 'doubt', 'hate', 'cri…']",1,0,0
279, POLL Why did Charlie Kirk not care that his doing things to cause more spread of COVID19 might le… ,darinp2,,,"['poll', 'charlie', 'kirk', 'care', 'things', 'cause', 'spread', 'covid19', 'might', 'le…']","['poll', 'charlie', 'kirk', 'care', 'thing', 'cause', 'spread', 'covid19', 'might', 'le…']",1,0,0
280,Idaho inmate with COVID19 dies at Boise hospital the first reported death of an Idaho prisoner with the disease  ,TheIdahoPress,"Nampa, Idaho",,"['idaho', 'inmate', 'covid19', 'dies', 'boise', 'hospital', 'first', 'reported', 'death', 'idaho', 'prisoner', 'disease']","['idaho', 'inmate', 'covid19', 'die', 'boise', 'hospital', 'first', 'report', 'death', 'idaho', 'prisoner', 'disease']",1,0,0
281,fine What did you have to gain from using Covid and faking a death That you went out fighting a disease and you w… ,adrian34l,,,"['fine', 'gain', 'using', 'covid', 'faking', 'death', 'went', 'fighting', 'disease', 'w…']","['fine', 'gain', 'use', 'covid', 'fake', 'death', 'go', 'fight', 'disease', 'w…']",1,0,0
282,Used the mean hashtag so i deleted it So Ill give my censored thoughtsPlussyKnight faking his death has hurt m… ,adrian34l,,,"['used', 'mean', 'hashtag', 'deleted', 'ill', 'give', 'censored', 'thoughtsplussyknight', 'faking', 'death', 'hurt', 'm…']","['use', 'mean', 'hashtag', 'delete', 'ill', 'give', 'censor', 'thoughtsplussyknight', 'fake', 'death', 'hurt', 'm…']",0,0,1
283,This idiot votes against the HEROES Act where funding for Congress covid tests were included DivA Title VII th… ,VMacCog,"1/2 in CA, 1/2 in CO",,"['idiot', 'votes', 'heroes', 'act', 'funding', 'congress', 'covid', 'tests', 'included', 'diva', 'title', 'vii', 'th…']","['idiot', 'vote', 'hero', 'act', 'fund', 'congress', 'covid', 'test', 'include', 'diva', 'title', 'vii', 'th…']",0,0,1
284,  Talking about your positive Covid test and potentially infecting every one you came i… ,GBear620Love,United States,,"['talking', 'positive', 'covid', 'test', 'potentially', 'infecting', 'every', 'one', 'came', 'i…']","['talk', 'positive', 'covid', 'test', 'potentially', 'infect', 'every', 'one', 'come', 'i…']",1,0,0
285,The Key to Defeating COVID19 Already Exists We Need to Start Using It  Opinion ,PatHensley14,Republic of Texas,,"['key', 'defeating', 'covid19', 'already', 'exists', 'need', 'start', 'using', 'opinion']","['key', 'defeat', 'covid19', 'already', 'exist', 'need', 'start', 'use', 'opinion']",0,1,0
286, I wear a mask ALL the time I now have had COVID twice I’m sure they help but obviously not as well as you think,mycael101,,,"['wear', 'mask', 'time', 'covid', 'twice', '’', 'sure', 'help', 'obviously', 'well', 'think']","['wear', 'mask', 'time', 'covid', 'twice', '’', 'sure', 'help', 'obviously', 'well', 'think']",1,0,0
287,Vietnam reports nine more Covid19 cases related to Da Nang outbreak ,vietnamenglish,"Hanoi, Vietnam",,"['vietnam', 'reports', 'nine', 'covid19', 'cases', 'related', 'da', 'nang', 'outbreak']","['vietnam', 'report', 'nine', 'covid19', 'case', 'related', 'da', 'nang', 'outbreak']",1,0,0
288,Column In GOP plan you cant sue your employers for giving you COVID — but they can sue you You need to read th… ,CodeTalker,UpstateNY,,"['column', 'gop', 'plan', 'cant', 'sue', 'employers', 'giving', 'covid', '—', 'sue', 'need', 'read', 'th…']","['column', 'gop', 'plan', 'cant', 'sue', 'employer', 'give', 'covid', '—', 'sue', 'need', 'read', 'th…']",0,1,0
289,Lets start a thread ChicagoWhat are some programs helping combat the effects of Covid19 in the city This can… ,freerootop,"Chicago, IL",,"['lets', 'start', 'thread', 'chicagowhat', 'programs', 'helping', 'combat', 'effects', 'covid19', 'city', 'can…']","['let', 'start', 'thread', 'chicagowhat', 'program', 'help', 'combat', 'effect', 'covid19', 'city', 'can…']",0,1,0
290,When will we get the results of Bill Barr’s COVID19 test,Jkmcg,"Quincy, MA",,"['get', 'results', 'bill', 'barr', '’', 'covid19', 'test']","['get', 'result', 'bill', 'barr', '’', 'covid19', 'test']",0,1,0
291, Why are you opening daycares on August 9th win yesterday one staff one child tested covid19 at my daughters daycare ,Wanda02534378,,,"['opening', 'daycares', 'august', '9th', 'win', 'yesterday', 'one', 'staff', 'one', 'child', 'tested', 'covid19', 'daughters', 'daycare']","['open', 'daycare', 'august', '9th', 'win', 'yesterday', 'one', 'staff', 'one', 'child', 'test', 'covid19', 'daughter', 'daycare']",1,0,0
292,Fiber from a relative of the banana tree could replace plastic in millions of face masks and hospital gowns the wor… ,environment,,,"['fiber', 'relative', 'banana', 'tree', 'could', 'replace', 'plastic', 'millions', 'face', 'masks', 'hospital', 'gowns', 'wor…']","['fiber', 'relative', 'banana', 'tree', 'could', 'replace', 'plastic', 'million', 'face', 'mask', 'hospital', 'gown', 'wor…']",0,1,0
293,Florida Hospitals Are Being Overwhelmed By Covid   ,MericanDownfall,,,"['florida', 'hospitals', 'overwhelmed', 'covid']","['florida', 'hospital', 'overwhelm', 'covid']",0,1,0
294,  If we’re lucky they all get COVID not spread it to people actively trying to prevent sp… ,will_the_storck,"Eugene, OR",,"['’', 'lucky', 'get', 'covid', 'spread', 'people', 'actively', 'trying', 'prevent', 'sp…']","['’', 'lucky', 'get', 'covid', 'spread', 'people', 'actively', 'try', 'prevent', 'sp…']",1,0,0
295, Kev’s CaucusThe Stupid CaucusTexas Republican Rep Louie Gohmert has tested positive for the coronavi… ,GeorgeC94308079,,,"['kev', '’', 'caucusthe', 'stupid', 'caucustexas', 'republican', 'rep', 'louie', 'gohmert', 'tested', 'positive', 'coronavi…']","['kev', '’', 'caucusthe', 'stupid', 'caucustexas', 'republican', 'rep', 'louie', 'gohmert', 'test', 'positive', 'coronavi…']",0,0,1
296,Exclusive Buddy first dog to test positive for COVID19 in the US has died  via ,Eckosbios,New York,,"['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died', 'via']","['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die', 'via']",1,0,0
297,Hydroxychloroquine lowers COVID19 death rate Henry Ford Health study finds  via ,csiggye,,,"['hydroxychloroquine', 'lowers', 'covid19', 'death', 'rate', 'henry', 'ford', 'health', 'study', 'finds', 'via']","['hydroxychloroquine', 'lower', 'covid19', 'death', 'rate', 'henry', 'ford', 'health', 'study', 'find', 'via']",0,1,0
298,Exclusive Buddy first dog to test positive for COVID19 in the US has died ,CDelta55,,,"['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died']","['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die']",1,0,0
299,Lets play a new game lets see how many democratrun cities have more homicides then covid deaths Saint Louis almost even,lepetonane,,,"['lets', 'play', 'new', 'game', 'lets', 'see', 'many', 'democratrun', 'cities', 'homicides', 'covid', 'deaths', 'saint', 'louis', 'almost', 'even']","['let', 'play', 'new', 'game', 'let', 'see', 'many', 'democratrun', 'city', 'homicides', 'covid', 'death', 'saint', 'louis', 'almost', 'even']",1,0,0
300,My mom just busted out laughing so hard When I asked her why it was because her best friend tested positive for covid,wong_kishi,,,"['mom', 'busted', 'laughing', 'hard', 'asked', 'best', 'friend', 'tested', 'positive', 'covid']","['mom', 'bust', 'laugh', 'hard', 'ask', 'best', 'friend', 'test', 'positive', 'covid']",1,0,0
301,yeah yeahI just got tested positive for covid 19 no noso no more public singing challenges,elsielovessadie,she/her!,,"['yeah', 'yeahi', 'got', 'tested', 'positive', 'covid', '19', 'noso', 'public', 'singing', 'challenges']","['yeah', 'yeahi', 'get', 'test', 'positive', 'covid', '19', 'noso', 'public', 'singing', 'challenge']",0,0,1
302,    She did not got to medical school in the US And to have 350 patients… ,brittiowa,Iowa,,"['got', 'medical', 'school', 'us', '350', 'patients…']","['get', 'medical', 'school', 'u', '350', 'patients…']",0,1,0
303,Exclusive Buddy first dog to test positive for COVID19 in the US has died Do not let your dogs just walk up… ,SFnatives,San Francisco Bay Area,,"['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died', 'let', 'dogs', 'walk', 'up…']","['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die', 'let', 'dog', 'walk', 'up…']",1,0,0
304,    Good night the death rate was never “actually” super high For cryin… ,dessah82,,,"['good', 'night', 'death', 'rate', 'never', '“', 'actually', '”', 'super', 'high', 'cryin…']","['good', 'night', 'death', 'rate', 'never', '“', 'actually', '”', 'super', 'high', 'cryin…']",1,0,0
305, just think about louie ghomert with covid that might help,Birkeyinchitown,,,"['think', 'louie', 'ghomert', 'covid', 'might', 'help']","['think', 'louie', 'ghomert', 'covid', 'might', 'help']",0,1,0
306,Six US states see record COVID19 deaths Latinos hit hard in California  AOL  via ,Marine1JPN,Japan,,"['six', 'us', 'states', 'see', 'record', 'covid19', 'deaths', 'latinos', 'hit', 'hard', 'california', 'aol', 'via']","['six', 'u', 'state', 'see', 'record', 'covid19', 'death', 'latinos', 'hit', 'hard', 'california', 'aol', 'via']",0,0,1
307,  This is why we need to vote Trump and end the plague No unhealthy face masks in Sweden  ,SanDiegoData19,"California, USA",,"['need', 'vote', 'trump', 'end', 'plague', 'unhealthy', 'face', 'masks', 'sweden']","['need', 'vote', 'trump', 'end', 'plague', 'unhealthy', 'face', 'mask', 'sweden']",1,0,0
308,a little anxious about my Covid test this afternoon,micadbelton,"Sydney, New South Wales",,"['little', 'anxious', 'covid', 'test', 'afternoon']","['little', 'anxious', 'covid', 'test', 'afternoon']",0,0,1
309, You know what’s responsible for your positive covid test Screwy Louie Two things your undying adher… ,AngusMacKeith,United States,,"['know', '’', 'responsible', 'positive', 'covid', 'test', 'screwy', 'louie', 'two', 'things', 'undying', 'adher…']","['know', '’', 'responsible', 'positive', 'covid', 'test', 'screwy', 'louie', 'two', 'thing', 'undying', 'adher…']",1,0,0
310,CCOT Mark Zuckekrberg appoints Facebook as the final arbiter of medical truth and censors medical doctors on hydro… ,ElFloyo,New Jerusalem,,"['ccot', 'mark', 'zuckekrberg', 'appoints', 'facebook', 'final', 'arbiter', 'medical', 'truth', 'censors', 'medical', 'doctors', 'hydro…']","['ccot', 'mark', 'zuckekrberg', 'appoints', 'facebook', 'final', 'arbiter', 'medical', 'truth', 'censor', 'medical', 'doctor', 'hydro…']",0,1,0
311,Since when do we need F35s in the covid relief bill HOW DOES THIS HELP THE TAXPAYERS OF THIS COUNTRY… ,ReginaElke1,,,"['since', 'need', 'f35s', 'covid', 'relief', 'bill', 'help', 'taxpayers', 'country…']","['since', 'need', 'f35s', 'covid', 'relief', 'bill', 'help', 'taxpayer', 'country…']",0,1,0
312,Heres another question that hasntbeen asked yetIf I had Covid amp recoveredNow testing negativeIf th… ,DonPier27990569,"South East, USA",,"['heres', 'another', 'question', 'hasntbeen', 'asked', 'yetif', 'covid', 'amp', 'recoverednow', 'testing', 'negativeif', 'th…']","['here', 'another', 'question', 'hasntbeen', 'ask', 'yetif', 'covid', 'amp', 'recoverednow', 'test', 'negativeif', 'th…']",0,1,0
313,Hey guysMore than 150000 Americans have died from COVID19We need a National Day of Mourning We may need se… ,Ipsuel,,,"['hey', 'guysmore', '150000', 'americans', 'died', 'covid19we', 'need', 'national', 'day', 'mourning', 'may', 'need', 'se…']","['hey', 'guysmore', '150000', 'american', 'die', 'covid19we', 'need', 'national', 'day', 'mourning', 'may', 'need', 'se…']",0,1,0
314, this is why we work so hard in NC to flatten the curve COVID19’s impact on small rural hospitals in the We… ,jillheels,,,"['work', 'hard', 'nc', 'flatten', 'curve', 'covid19', '’', 'impact', 'small', 'rural', 'hospitals', 'we…']","['work', 'hard', 'nc', 'flatten', 'curve', 'covid19', '’', 'impact', 'small', 'rural', 'hospital', 'we…']",0,0,1
315,Ok some folk are taking the CDC report of more suicides and overdoses than Covid19 deaths This isnt true The CDC… ,wilton_qdogsrus,,,"['ok', 'folk', 'taking', 'cdc', 'report', 'suicides', 'overdoses', 'covid19', 'deaths', 'isnt', 'true', 'cdc…']","['ok', 'folk', 'take', 'cdc', 'report', 'suicide', 'overdose', 'covid19', 'death', 'isnt', 'true', 'cdc…']",1,0,0
316,British Columbias latest Covid19 numbers include another day wno deaths down to only 6 hospitalizations amp 2 in… ,canuck4liberty,"Vancouver, British Columbia",,"['british', 'columbias', 'latest', 'covid19', 'numbers', 'include', 'another', 'day', 'wno', 'deaths', '6', 'hospitalizations', 'amp', '2', 'in…']","['british', 'columbia', 'late', 'covid19', 'number', 'include', 'another', 'day', 'wno', 'death', '6', 'hospitalization', 'amp', '2', 'in…']",1,0,0
317, Ohio  80 percent covid deaths from nursing homes,RkstraussRhonda,,,"['ohio', '80', 'percent', 'covid', 'deaths', 'nursing', 'homes']","['ohio', '80', 'percent', 'covid', 'death', 'nurse', 'home']",0,1,0
318, I talked about the antiviral properties of D3 LONG before the US lockdowns They could have helped p… ,TruthSpeaksTrue,"Rochester, NY",,"['talked', 'antiviral', 'properties', 'd3', 'long', 'us', 'lockdowns', 'could', 'helped', 'p…']","['talked', 'antiviral', 'property', 'd3', 'long', 'u', 'lockdown', 'could', 'help', 'p…']",0,0,1
319,College move in days are coming and its a possibility that your child could test positive for COVID Be prepared w… ,msrachelteodoro,"Seattle, WA",,"['college', 'move', 'days', 'coming', 'possibility', 'child', 'could', 'test', 'positive', 'covid', 'prepared', 'w…']","['college', 'move', 'day', 'come', 'possibility', 'child', 'could', 'test', 'positive', 'covid', 'prepare', 'w…']",1,0,0
320,Unfortunately this is real stuff A COVID19 patient at Ridgecrest Regional Hospital shared his story via social… ,KGETnews,"Bakersfield, CA",,"['unfortunately', 'real', 'stuff', 'covid19', 'patient', 'ridgecrest', 'regional', 'hospital', 'shared', 'story', 'via', 'social…']","['unfortunately', 'real', 'stuff', 'covid19', 'patient', 'ridgecrest', 'regional', 'hospital', 'share', 'story', 'via', 'social…']",0,0,1
321,     We need to acknowledge the health risks… ,TyandRockyK,"Saint Louis, MO",,"['need', 'acknowledge', 'health', 'risks…']","['need', 'acknowledge', 'health', 'risks…']",0,1,0
322,   Youre talking about everything except stopping COVID and the need for immediate… ,PamRotella,"Usually VA, DC, PA, and WI",,"['youre', 'talking', 'everything', 'except', 'stopping', 'covid', 'need', 'immediate…']","['youre', 'talk', 'everything', 'except', 'stop', 'covid', 'need', 'immediate…']",0,1,0
323,It would be great if the Chief Medical Officer would stop talking about having just hit the peak  complacency is t… ,COVID_19Disease,,,"['would', 'great', 'chief', 'medical', 'officer', 'would', 'stop', 'talking', 'hit', 'peak', 'complacency', 't…']","['would', 'great', 'chief', 'medical', 'officer', 'would', 'stop', 'talk', 'hit', 'peak', 'complacency', 't…']",1,0,0
324,  We need Kiryu to Tiger Drop COVID,wisalallen,"Seattle, WA",,"['need', 'kiryu', 'tiger', 'drop', 'covid']","['need', 'kiryu', 'tiger', 'drop', 'covid']",0,1,0
325,Clarkwa’s COVID19 response improves Contact tracing making strides but testing still a concern… ,thecolumbian,"Vancouver, Washington",,"['clarkwa', '’', 'covid19', 'response', 'improves', 'contact', 'tracing', 'making', 'strides', 'testing', 'still', 'concern…']","['clarkwa', '’', 'covid19', 'response', 'improve', 'contact', 'trace', 'make', 'stride', 'test', 'still', 'concern…']",0,1,0
326,Bill Gates Slow Turnaround of COVID19 Tests Makes Them A Complete Waste   Then perhaps p… ,marshabess1,USA,,"['bill', 'gates', 'slow', 'turnaround', 'covid19', 'tests', 'makes', 'complete', 'waste', 'perhaps', 'p…']","['bill', 'gate', 'slow', 'turnaround', 'covid19', 'test', 'make', 'complete', 'waste', 'perhaps', 'p…']",0,0,1
327,Speaker Pelosi mandates wearing masks on House floor after Rep Gohmert tests positive for COVID19… ,YahooNews,New York City,,"['speaker', 'pelosi', 'mandates', 'wearing', 'masks', 'house', 'floor', 'rep', 'gohmert', 'tests', 'positive', 'covid19…']","['speaker', 'pelosi', 'mandate', 'wear', 'mask', 'house', 'floor', 'rep', 'gohmert', 'test', 'positive', 'covid19…']",1,0,0
328,So I wake up and I see that Plussy Knight didnt actually die from covid but just faked his death What the fuck… ,PogChampPlussy,going plussy ultra,,"['wake', 'see', 'plussy', 'knight', 'didnt', 'actually', 'die', 'covid', 'faked', 'death', 'fuck…']","['wake', 'see', 'plussy', 'knight', 'didnt', 'actually', 'die', 'covid', 'fake', 'death', 'fuck…']",0,1,0
329,We need to keep Stella Immanuel circulating She is under attack on social media  Help retweet her message Hydr… ,Roxanne05042140,California ,,"['need', 'keep', 'stella', 'immanuel', 'circulating', 'attack', 'social', 'media', 'help', 'retweet', 'message', 'hydr…']","['need', 'keep', 'stella', 'immanuel', 'circulate', 'attack', 'social', 'medium', 'help', 'retweet', 'message', 'hydr…']",1,0,0
330,Allen County now has had a total of 212 cases reported since the start of the COVID19 outbreak ,wbkotv,"Bowling Green, KY",,"['allen', 'county', 'total', '212', 'cases', 'reported', 'since', 'start', 'covid19', 'outbreak']","['allen', 'county', 'total', '212', 'case', 'report', 'since', 'start', 'covid19', 'outbreak']",0,1,0
331,A person who played in a league July 22 at the Greater Des Moines Softball Complex has tested positive for COVID19… ,DMRegister,"Des Moines, Iowa, USA",,"['person', 'played', 'league', 'july', '22', 'greater', 'des', 'moines', 'softball', 'complex', 'tested', 'positive', 'covid19…']","['person', 'play', 'league', 'july', '22', 'great', 'de', 'moines', 'softball', 'complex', 'test', 'positive', 'covid19…']",1,0,0
332,Allen County now has had a total of 212 cases reported since the start of the COVID19 outbreak ,LaurenEHanson,"Bowling Green, KY",,"['allen', 'county', 'total', '212', 'cases', 'reported', 'since', 'start', 'covid19', 'outbreak']","['allen', 'county', 'total', '212', 'case', 'report', 'since', 'start', 'covid19', 'outbreak']",0,1,0
333,So far 13 residents and five staff have tested positive for COVID19 at the Good Samaritan Society nursing home in… ,CBS4Local,"El Paso, Texas",,"['far', '13', 'residents', 'five', 'staff', 'tested', 'positive', 'covid19', 'good', 'samaritan', 'society', 'nursing', 'home', 'in…']","['far', '13', 'resident', 'five', 'staff', 'test', 'positive', 'covid19', 'good', 'samaritan', 'society', 'nursing', 'home', 'in…']",1,0,0
334,   98 percent of covid victims recover without needing hospitalization and just stick… ,NadabBen,Existential Crisis City ,,"['98', 'percent', 'covid', 'victims', 'recover', 'without', 'needing', 'hospitalization', 'stick…']","['98', 'percent', 'covid', 'victim', 'recover', 'without', 'need', 'hospitalization', 'stick…']",0,1,0
335,     It takes 14 days to get COVID test results in PA,j_beeezy,,,"['takes', '14', 'days', 'get', 'covid', 'test', 'results', 'pa']","['take', '14', 'day', 'get', 'covid', 'test', 'result', 'pa']",0,1,0
336,Coronavirus COVID19 Deaths  Statistics and Research  Our World in Data ,Ana_MaraSerna,,,"['coronavirus', 'covid19', 'deaths', 'statistics', 'research', 'world', 'data']","['coronavirus', 'covid19', 'death', 'statistic', 'research', 'world', 'data']",0,1,0
337,  She loves God and America Oh she also loves helping covid 19 patients to live,PugDaddy88,,,"['loves', 'god', 'america', 'oh', 'also', 'loves', 'helping', 'covid', '19', 'patients', 'live']","['love', 'god', 'america', 'oh', 'also', 'love', 'help', 'covid', '19', 'patient', 'live']",1,0,0
338,Top medical org demands FDA make COVID treatment hydroxychloroquine more widely available  News  LifeSite ,1skycaptain,Greatest Country On Earth,,"['top', 'medical', 'org', 'demands', 'fda', 'make', 'covid', 'treatment', 'hydroxychloroquine', 'widely', 'available', 'news', 'lifesite']","['top', 'medical', 'org', 'demand', 'fda', 'make', 'covid', 'treatment', 'hydroxychloroquine', 'widely', 'available', 'news', 'lifesite']",1,0,0
339,Rhode Island COVID Cases Increase To 18800 Deaths To 1007  Rhode Island 2019nCoV  Recombinomics Inc Rhode I… ,HNimanFC,,,"['rhode', 'island', 'covid', 'cases', 'increase', '18800', 'deaths', '1007', 'rhode', 'island', '2019ncov', 'recombinomics', 'inc', 'rhode', 'i…']","['rhode', 'island', 'covid', 'case', 'increase', '18800', 'death', '1007', 'rhode', 'island', '2019ncov', 'recombinomics', 'inc', 'rhode', 'i…']",0,1,0
340,  My buddy works at the hospital They are dying from Covid I was at the hospital as the epidemic… ,2017_nonsense,"California, USA",,"['buddy', 'works', 'hospital', 'dying', 'covid', 'hospital', 'epidemic…']","['buddy', 'work', 'hospital', 'die', 'covid', 'hospital', 'epidemic…']",0,1,0
341,Blue Jays with no home expanding the playoffs to 16 teams COVID testing not ready labor dispute suspending Joe… ,MagicMike_C,,,"['blue', 'jays', 'home', 'expanding', 'playoffs', '16', 'teams', 'covid', 'testing', 'ready', 'labor', 'dispute', 'suspending', 'joe…']","['blue', 'jays', 'home', 'expand', 'playoff', '16', 'team', 'covid', 'test', 'ready', 'labor', 'dispute', 'suspend', 'joe…']",0,0,1
342,  Your chart needs a couple of more rows “Deaths as a direct result of D governors… ,JPepjig,"Suffolk County, NY",,"['chart', 'needs', 'couple', 'rows', '“', 'deaths', 'direct', 'result', 'governors…']","['chart', 'need', 'couple', 'row', '“', 'death', 'direct', 'result', 'governors…']",1,0,0
343,The first dog to test positive for coronavirus in the US has died via  ,JohnPYanko,"Schroon Lake, NY",,"['first', 'dog', 'test', 'positive', 'coronavirus', 'us', 'died', 'via']","['first', 'dog', 'test', 'positive', 'coronavirus', 'u', 'die', 'via']",1,0,0
344,As COVID Spikes in California Latinx Workers Who “Keep the State Going” See Up to 5x the Deaths  via ,DrAkeemMarsh,NYC area,,"['covid', 'spikes', 'california', 'latinx', 'workers', '“', 'keep', 'state', 'going', '”', 'see', '5x', 'deaths', 'via']","['covid', 'spike', 'california', 'latinx', 'worker', '“', 'keep', 'state', 'go', '”', 'see', '5x', 'death', 'via']",0,1,0
