,tweets,user_name,location,geo
707,"PM Modi Holds Meeting with Top Bankers, NBFCs on Economic Revival Amid Covid-19 Crisis https://t.co/U5NCoo92zf",BizFlying,,
708,"@stella_immanuel I agree with you 350 out of 350 patients saved! Non-believers - Hydroxychloroquine, azitromycine a… https://t.co/PnWI6p3DMh",mvauthier,Somewhere in Texas,
709,"@stella_immanuel hydroxychloroquine is one of many cures the government is hiding, I personally saw a laboratory wi… https://t.co/P4HxFYg85D",FBIAnonymuss,,
710,N95 in hospital #COVID19Aus wards. See this MJA preprint by experts for why guidance change important to consider.… https://t.co/4b8LFyhhT1,MJA_Editor,"Sydney, New South Wales",
711,"@Julie0julie1 @kgopinion @SerenityFoods The coronavirus is not 'airborne' like tuberculous, measles, or smallpox fo… https://t.co/JxTunNfimE",nada_lemming,Friggin Minneapolis,
712,"Mulvaney said today that the White House botched the early response to coronavirus because they didn't know ""until… https://t.co/no5sREHSTJ",coronalog2020,,
713,"Poverty, Disparity &amp; #COVID19: JAMA Open

#Disparity = Poorer Counties w substantially non-White populations had CO… https://t.co/wHzD4GoQKk",WesElyMD,"Nashville, TN",
714,@DatDerpDog A lot of money was raised for COVID relief which is super great. Faking your death instead of just step… https://t.co/Gp1iRTicPq,ColtonRubel,Wouldn’t you like to know,
715,US #covid death toll reaches 150K.  That's the same size as the city I live in.  #nobodylikestrump because he is no… https://t.co/POHdCxSicg,Tmerrem,"Sunnyvale, CA",
716,Sin COVID-19....con COVID-19...⬇️⬇️⬇️⬇️⬇️⬇️ https://t.co/HoSEpukAHJ,drmathus,,
717,@p64ryan @zalisteggall @smh Um would be except.... COVID. That'll do.,LincoIn55,Victoria,
718,Summer Travel Tips: 6 Ways to Stay Healthy During COVID-19 https://t.co/oajK7ecPfW,faithhealthhome,"Missouri, USA",
719,"just got a covid test! it was SO EASY YALL. 

i don’t have any symptoms but it’s important to get tested anyway sin… https://t.co/16NSxCwTxR",laurenmoran,manhattan,
720,Covid has taught me that I really am ok if I’m never allowed to leave my house.,Jclynlrch,Calgary,
721,@GOPLeader Apparently your plan didn't include wearing masks. Just ask Congressman Covid.,dentrobo,USA,
722,Our partners at Bangalore Baptist Hospital in India are providing relief to a community that has been heavily affec… https://t.co/eNuCdX6qZG,sendrelief,,
723,Heads up: Florida is closing ALL COVID-19 testing sites until further notice due to the tropical storm. Schools are STILL unsafe.,SatansCommie,America’s Sunshine Hellscape,
724,"So far so good 🏀

After the second round of daily COVID-19 testing, ZERO out of 344 NBA players tested positive in… https://t.co/PP6H2yxna1",thegistnewsca,"Toronto, Ontario",
725,BREAKING NEWS: The first dog to test positive for coronavirus in the U.S. has died via @natgeo https://t.co/pzbliLAHM2,pambles4life,"Chicago, IL",
726,SMU athletics will no longer require student-athletes sign COVID-19 liability waiver https://t.co/zOD0U9IMZc,dallasnews,"Dallas, Texas",
727,$10m federal funding over 3y for “Mission Food for Life”. Intent is to find the vulnerable areas of our supply chai… https://t.co/VNr7WkYrjE,Pete_Karam,"Sydney, New South Wales",
728,"Do you really think we can get this lucky, but it might be a week or so before they can detect Covid in his fat ass. https://t.co/8OykXyzOBk",dbcdthumper5,,
729,Dude at the pizza place got super mad he had to ask for condiments and they weren’t just out. Ya know. Because. Pan… https://t.co/N2HLYZj0e5,AgerRoss,"Ankeny, IA",
730,@bunnydelphine Covid could have prevented this.,GodAkroma,"Brooklyn, NY",
731,@Momofsmi @AngrierWHStaff The staffers are trying to stay away from these no mask-wearing COVID spreaders.,neciedc,,
732,#Martin County has highest COVID-19 pediatric positivity rate in #Florida - Jul 29 @ 7:47 PM ET https://t.co/qkTGM34WEW,PulpNews,USA,
733,"""Louie, from now on, you are Congressman Covid!"" https://t.co/pluvy8hGZD",ronwlim,"San Francisco, CA",
734,"Up until yesterday I did not know anyone personally who had COVID. 

Lucky charm no longer. ☹️",LifeSizeHacks,Missouri,
735,@DestroyTheIllu1 @BlankNa30786107 @Comingforeddy @LeeLilymay @tarang_chawla I repeat ( and this has zero to do with… https://t.co/sVTjbpqvfm,hardtack52,"Sydney, Australia",
736,IDOC says the inmate who died was being treated for other serious medical conditions when he tested positive for th… https://t.co/AIwqMLAgrw,CBS2Boise,"Boise, ID",
737,@BlackFlagArmy10 @BreakerDCat So? That doesn’t discredit all her work saving COVID patient. I don’t care if she believes in unicorns. 🤷🏻‍♂️,VicenteMenjivar,,
738,@tedlieu @realDonaldTrump .another Covid spreader,mctmat5596,,
739,@bbjuelz I would eat your gravy if it meant Covid immunity,UsersCook,,
740,NYU Grossman School of Medicine Study: #hydroxychloroquine along with zinc sulphate and the antibiotic azithromycin… https://t.co/AsBJmtTbP5,TheMartyBrice,"Pasadena, CA",
741,New: DHR commemorates 30th anniversary of the Americans with Disabilities Act​; implements accelerated process for… https://t.co/VusqgPzAaz,NYSHumanRights,New York State,
742,@RepsForBiden @TeamTrump Covid,hotrodr4,,
743,OF YOUR POLITICAL GAMES THAT USE CONTINUE TO PLAY WITH OUR FAMILIES LIVES!!!  WE ARE NOT STUPID! WE KNOW EXACTLY HO… https://t.co/KP9MdQISPN,bluebeach1971,,
744,The baby gate scenario... we're safer... less likely to die b/c we can't/won't go out... much harder to get run ove… https://t.co/MHmBzWnhps,June4th,"Burnley, Lancashire",
745,Centra in Lynchburg is warning that the increase in positive COVID-19 cases will impact back-to-school plans for th… https://t.co/0TUV18huDe,ABC13News,"Lynchburg, VA",
746,I miss church I can’t stand COVID https://t.co/FpHSVcz5kF,young_ggc,,
747,@CNNPolitics Gohmert should have known better that Covid-19 does not understand politics.,murthilawyer28,Malaysia,
748,"@sevenseasofadhd @ViewerOther @WashTimesOpEd @realDonaldTrump @Judgenap So, you’d rather have fascists burning all… https://t.co/dC5LbtQRWG",kedwards63,United States,
749,✅been wearing goggles &amp; shield for every grocery or enclosed space visit #HighRiskCovid19 —Dr. Fauci: Wear goggles… https://t.co/boQ2iu4wWl,Omrider,"Joshua Tree, CA",
750,3 weeks ago there was a fraction of the number of daily Covid-19 deaths and new cases in Spain as there are today i… https://t.co/hQeoyGfVcS,ALFraioli,"Rutherglen, Scotland",
751,"Imagine how history will look on idiots like @chiproytx who wont wear masks, willing to worsen spread, cause theyre… https://t.co/S4osCjrXZB",kurteichenwald,,
752,"@TurtSoCal Bruh, I fucking knew it too, nobody has their MOM get on their twitter for them. Of course, if I said an… https://t.co/jDN2R51z0Y",CnnorG,🏳️‍🌈,
753,@hellensnts7 Covid,wanderson__12,,
754,"@bopanc What's unusual is that the Washington Post are worrying about something like that when there's covid, Trump… https://t.co/nWmq155O9s",ABLPWBB,,
755,"Five Lions, including Kenny Golladay and T.J. Hockenson, are on the COVID-19 list. So ..... now what happens?
https://t.co/wG7dFFvBIm",ChrisBurkeNFL,,
756,@thedaredevil82 @HeatherAntos What they dont realize is COVID gave ppl a chance to catch up on all this. I never kn… https://t.co/ugQdBjKmql,serpenthuntr,"Killeen, TX",
757,@JohnJHarwood Covid do your thing.,HeavenC80734238,,
758,@IAmSteveHarvey Ain’t that some Uncle Steve I jump &amp; Covid un got my ass but it’s away out of this situation of sta… https://t.co/xahBws9HTX,d_antoniolo,,
759,@SamuelTsogbe @asanwa @DarthSertraline @JiggAlmighty @NaijaViralz 😭😭 i Think COVID is messing with these women’s head 😭😭,playboizuse,"Florida, USA",
760,Masks aren’t enough! Fauci says eye protection ‘MIGHT’ BE REQUIRED for ‘perfect’ Covid-proof set… https://t.co/WLRFpiuay9,RT_com,,
761,"COVID-19 and School Closures
Q&amp;A: Julie Donohue, MD and Katherine Auger, MD
July 29, 2020
https://t.co/iUyTUIUo4K… https://t.co/Nk0mSbHAu8",wetrusttravis,Warsaw Indiana Kosciusko Co,
762,@RealBrysonGray They are hiding something!!! https://t.co/6fjhWQPRzx,THEIrishRed111,,
763,"On the one hand, they are so stupid and blatantly ignorant, it's hard to care if they get COVID. On the other hand,… https://t.co/XHS8mWPB41",Persona49820853,,
764,@dakota295752 @DorseyDeaton @MrChelseaBoss @MichaelCoudrey @DineshDSouza @stella_immanuel Hate to burst your bubble… https://t.co/4xvjbRe5Nb,jackssrabbit,,
765,@SenSanders It means I can still pay my mortgage and eat. My husband is a 60 yr old talented graphic designer who d… https://t.co/UpyIqzVD76,Nitrogirl61,"Doylestown, PA",
766,"@NoreenElliott19 @abq_united “The most recent publicized federal data records 48,000 deaths from suicide and at lea… https://t.co/7yoWk0EGwP",SayItAintSter,,
767,Trump has repeatedly praised the drug retweeting the video Twitter and Facebook began removing the video Monday for… https://t.co/FsBFFvd0f9,VoiceofAmerica6,United States ,
768,Reopening K-12 Schools During the COVID-19 Pandemic https://t.co/hguIL1FHlE via @JAMA_current part of @JAMANetwork… https://t.co/OtZOVyeVWB,look2leaders,"Ontario, Canada",
769,my dentist got a new copay (not related to insurance) in order to cover the extra costs they have to fight against covid 🤨,samythesaint,bk,
770,May 1st mamalorian was laid off from her job because of COVID-19 and her job had to make cuts😢the good news is mama… https://t.co/QwiMdJraqX,mordenL,"Columbus, Ohio","{'type': 'Point', 'coordinates': [39.9624, -82.9996]}"
771,"@LexiCon1775 @realDonaldTrump Covid 19 does not exist, how can there be a cure for something that doesn't exist?",Jordan02881320,,
772,"Exclusive: Buddy, first dog to test positive for COVID-19 in the U.S., has died https://t.co/E230AAO3MM via @NatGeo",bachausProtonm1,,
773,"What if, covid spread by contamination of our water...

What would government do to prevent uncovering... fein a ai… https://t.co/sVOCHAJmYN",tiggersprowl,,
774,"So explain to me how half the Miami Marlins baseball team gets COVID, but the other half of the team tests negative… https://t.co/cLJA30PEBZ",PTF96,"Chicago, IL",
775,"@YaThinkN Notoriety will be with these young women a lot longer than their Covid illness.
For many people, as found… https://t.co/DjIJHxHhxI",HopeHaaze,Aboriginal Land,
776,"@Eddystone506 @TheStephenRalph Don’t let the Tory bastards shame us . Young , old , fat , underlyings - don’t let t… https://t.co/UVJNrI6HJE",cymrawes,,
777,"@WhiteHouse @realDonaldTrump First in Covid-19 cases and deaths. 
First Ally to abandon NATO efforts to keep Russia… https://t.co/YOnWQDEzK8",BWobberts,,
778,"@RonBrownstein @MelissaJPeltier Looks like the ""trump republicans"" are going to weaken their forces by giving covid… https://t.co/QBk3kKs9XQ",robinrodgers111,,
779,New program helps homeless pets during COVID-19 https://t.co/0HjjMjYpDc,seterapia,"Brooklyn, NY",
780,@crazyfamilyomg @SenTedCruz @WhiteHouse @realDonaldTrump @GovAbbott @JohnCornyn Look up how many people died from T… https://t.co/hJjicJDlqW,24Dogarecute,,
781,@jfincher75 @johnpavlovitz @TeamPelosi Lol...where have you been?  You sure aren’t researching or reading what VP B… https://t.co/jJETDDYU2f,Cfarmer59,,
782,@IngrahamAngle You go Laura! Continue leading! Looking forward to the footage of you broadcasting from an overwhelm… https://t.co/m9dQlYF51i,AngryZeldaRadio,,
783,@AmlongJudyann @ITrisha4949 @RhymesRadical @DaveensMoore @LepapillonBlu @FreeMe_YES We will try with all our might… https://t.co/HcTZa4dNAj,StopTheShitnado,U.S.,
784,"@vausecnn hello John... i know 😒🙏""TOUGH TIMES"" on earth... people are in a huge dilemma with Covid 19 so what to do...",ActionMensch,,
785,"@JeremyVineOn5 No. It's a terrible idea.

Call it ""Covid Spreading Hour"" or ""Everyone Gets Covid Hour"".

Stores wou… https://t.co/d4tcLY8p2L",DavidKrae,here,
786,"I'm literally at that point of quarantine where I've exhausted my indoor activities, seen most of the movies I want… https://t.co/HqlmRlRuvW",AnotherM4Sk,You Are Here ,
787,"Two venues in our #InnerWest ward have been notified of potential or confirmed cases of COVID-19 yesterday.

fortst… https://t.co/qnk65TyX8R",paulinelockie,,
788,"So his covid, also seriously damages the brain! https://t.co/dvYodwMJOF",mummelie,Europe,
789,"Our weekly COVID-19 bulletin has been released! Read about RivCo's mask giveaway, results from our antibody study,… https://t.co/KxkIorDCGE",SupWashington,"Murrieta, CA",
790,"@EMSohkaay @Reddawgs2012 @HilliardSchools @FC_PublicHealth If the nightmare biden wins, covid will die away that day.",lavontewagoner,"Columbus, GA",
791,"Im irritated by the people that say ""I have breathing problems, I can't wear a mask"". Bullshit. I have asthma. Befo… https://t.co/VrCg1BFT6c",akred_headgirl,,
792,@JeanetteSieber2 This is the same response from mike pence when I asked him if he had Covid!,DonaldTrump69er,,
793,"@plumkouki Forget about Covid, climate change, the economy, or anything else on the table; there's people drawing DBZ P*RN on Twitter!!",RustysBandana,Canada,
794,I'm actually proud of my state. Our CoVid numbers are going down again. Mandatory mask orders are being enforced by… https://t.co/mQIxi5vW8K,akred_headgirl,,
795,@SETIInstitute @NASA @NASAPersevere @globeandmail @shasta721 Take Covid with you!,Christo52048542,,
796,@pixburghgrrl of blood vessels in both peripheral and deep parts of the brain. These small microinfarcts may explai… https://t.co/tpADZ90t1z,martysalo,"tampa, fl",
797,@lonestarmoocher @Irishmn60 Right tell him not and all GOP to not bother coming to ER sick with COVID either. If th… https://t.co/ocS8Z47uwY,VpMd4,,
798,"So once again, Covid attacks/kills an older person with ""serious underlying health conditions"". 
This isn't a surpr… https://t.co/V3WYYAOEwU",marccarpenter3,,
799,"@Qnir @TexasTribune Don’t worry. He won’t suffer much from Covid, and that will only prove to him that this virus w… https://t.co/6jUmvZYdGA",timelyrepairs,"Atlanta, GA",
800,*photoshopping mitch mcconnell’s face onto a penis and posting it with the caption “penis mcconnell” as i destroy t… https://t.co/YXBxHAPOkO,dhitwenton,she / they / poo / ass,
801,Finally got my job back! Lol thanks covid-19 for screwing up everything! https://t.co/rQQeAAXYmS,bigred95cw,,
802,If Cuba really wanted to it could engage the USA in a land war after 90% of its armed forces are furloughed with covid and win.,meatmachin3,garbage chute,
803,A pizza restaurant in Sydney is the latest venue to close after a patron tested positive for COVID-19. #7NEWS https://t.co/jP8kV7QHy6,7NewsAustralia,Australia,
804,@TiffanyVoigt1 @10TV True but only if the data shows a downward trend in COVID-19 for at least 4 weeks. CDC was her… https://t.co/lnwhcsERGz,KatiekinsT,"Columbus, OH",
805,@Tom69259252 @BleacherReport Cuz no one should not be able to pay the bills cuz they’re scared of COVID. Judie’s ju… https://t.co/vavbdm3LDS,jh43165735,,
806,@todougherty 6 more month of COVID,propers1976,,
807,@usacitizens1776 @FOX5Vegas @GovSisolak What good American is not worried about small businesses &amp; people making a… https://t.co/jpii1bw3Bp,OHFIGJAM,"Las Vegas, NV",
